airport_name,iata_code,icao_code,latitude,longitude,gmt,country_iso2
Public,BCT,KBCT,26.35,-80.083336,-5,US
Beloreck,BCX,UWUB,53.933334,58.333332,5,RU
L. F. Wade International,BDA,TXKF,32.35994,-64.70115,-4,BM
Bundaberg,BDB,YBUD,-24.898708,152.32187,10,AU
Barra Do Corda,BDC,SNBC,-5.466667,-45.266666,-3,BR
Badu Island,BDD,YBAU,-10.148655,142.17166,10,AU
Baudette,BDE,KBDE,48.72278,-94.60694,-6,US
Blanding,BDG,KBDG,37.61667,-109.48333,-7,US
Bandar Lengeh,BDH,OIBL,26.529486,54.829147,3.30,IR
Bird Island,BDI,FSSB,-3.716667,55.216667,4,SC
Sjamsudin Noor,BDJ,WRBB,-3.43804,114.75425,8,ID
Bondoukou,BDK,DIBU,8.033333,-2.8,,CI
Bradley International,BDL,KBDL,41.92953,-72.6847,-5,US
Bandirma,BDM,LTBG,40.318333,27.977222,3,TR
Talhar,BDN,OPTH,24.633333,68.9,5,PK
Husein Sastranegara,BDO,WIIB,-6.904648,107.58178,7,ID
Bhadrapur,BDP,VNCG,26.533333,88.083336,5.45,NP
Vadodara,BDQ,VABO,22.329077,73.2157,5.30,IN
Igor I. Sikorsky Memorial,BDR,KBDR,41.164165,-73.12444,-5,US
Papola Casale,BDS,LIBR,40.657993,17.939053,1,IT
Gbadolite,BDT,FZFD,4.083333,22.45,1,CD
Bardufoss,BDU,ENDU,69.056114,18.54,1,NO
Moba,BDV,FZRB,-7,29.8,2,CD
Benbecula,BEB,EGPL,57.473415,-7.376028,,GB
Beech,BEC,KBEC,37.683334,-97.333336,-6,US
Hanscom Field,BED,KBED,42.470833,-71.29,-5,US
Bluefields,BEF,MNBL,11.996944,-83.76861,-6,NI
Belgrade Nikola Tesla,BEG,LYBE,44.819443,20.306944,1,RS
Beica,BEI,HABE,9.391667,34.533333,3,ET
Kalimaru,BEJ,WALK,2.166667,117.7,8,ID
Val De Cans,BEL,SBBE,-1.389865,-48.480003,-3,BR
Benina International,BEN,HLLB,32.085423,20.26489,2,LY
Belmont,BEO,YPEC,-33.033333,151.66667,10,AU
Bellary,BEP,VOBI,15.183333,76.9,5.30,IN
Brest Lesquin,BES,LFRB,48.445374,-4.415827,1,FR
Bethel Airport,BET,PABE,60.784443,-161.83139,-9,US
Bedourie,BEU,YBIE,-24.23,139.445,10,AU
Beer Sheba,BEV,LLBS,31.25,34.8,2,IL
Beira,BEW,FQBR,-19.798805,34.90192,2,MZ
Benson (RAF Station),BEX,EGUB,51.63333,-1.083333,,GB
Beirut Rafic Hariri Airport,BEY,OLBA,33.826073,35.49308,2,LB
Beru,BEZ,NGBR,-1.333333,176,12,KI
Bradford,BFD,KBFD,41.802223,-78.63944,-5,US
Bielefeld,BFE,EDLI,52.016666,8.55,1,DE
Western Neb. Regional,BFF,KBFF,41.87528,-103.60111,-7,US
Bacacheri,BFH,SBBI,-25.4025,-49.23389,-3,BR
Boeing Field/King County International Airport,BFI,KBFI,47.5371,-122.3037,-8,US
Meadows Field,BFL,KBFL,35.429626,-119.04533,-8,US
Mobile Downtown,BFM,KBFM,30.683332,-88.23333,-6,US
Bloemfontein,BFN,FABL,-29.095854,26.297516,2,ZA
Buffalo Range,BFO,FVCZ,-21.009167,31.579166,2,ZW
Beaver Falls,BFP,KBVI,40.766666,-80.4,-5,US
Virgil I Grissom Municipalcipal,BFR,KBFR,38.86667,-86.48333,-5,US
Aldergrove International Airport,BFS,EGAA,54.662395,-6.217616,,GB
County,BFT,KBFT,32.41083,-80.635,-5,US
Bengbu,BFU,ZSBB,32.95,117.333336,8,CN
Buri Ram,BFV,VTUO,15.226944,103.25528,7,TH
Sidi Belabbes,BFW,DAOS,35.171665,-0.589444,1,DZ
Bafoussam,BFX,FKKU,5.483333,10.4,1,CM
Palo Negro,BGA,SKBG,7.128045,-73.1814,-5,CO
Booue,BGB,FOGB,-0.106667,11.938889,1,GA
Braganca,BGC,LPBG,41.816666,-6.75,,PT
Borger,BGD,KBGD,35.65,-101.4,-6,US
Decatur County,BGE,KBGE,30.916668,-84.583336,-5,US
Bangui,BGF,FEFF,4.396111,18.520279,1,CF
Abbaye,BGH,GQNE,16.633333,-14.2,,MR
Grantley Adams International,BGI,TBPB,13.080732,-59.487835,-4,BB
Borgarfjordur Eystri,BGJ,BIBF,66,-14.5,,IS
Baglung,BGL,VNBL,28.215279,83.683334,5.45,NP
Greater Binghamton,BGM,KBGM,42.208534,-75.98294,-5,US
"Bergen Airport, Flesland",BGO,ENBR,60.289062,5.228169,1,NO
Big Lake,BGQ,PAGQ,31.2,-101.46667,-9,US
Bangor International Airport,BGR,KBGR,44.812298,-68.82102,-5,US
Bangassou,BGU,FEFG,4.786667,22.784445,1,CF
Baghdad International,BGW,ORBI,33.255554,44.225,3,IQ
Airport Cmdt. Gustavo Kraemer,BGX,SBBG,-31.398611,-54.1125,-3,BR
Bergamo - Orio al Serio,BGY,LIME,45.665314,9.698713,1,IT
Braga,BGZ,LPBR,41.55,-8.433333,,PT
Bahia De Caraquez,BHA,SEBC,-0.6,-80.416664,-5,EC
Bar Harbor,BHB,KBHB,44.44889,-68.361664,-5,US
George Best Belfast City,BHD,EGAC,54.61452,-5.870215,,GB
Woodbourne Air Station,BHE,NZWB,-41.513588,173.86765,12,NZ
Brus Laguna,BHG,MHBL,15.734722,-84.543335,-6,HN
Bisha,BHH,OEBH,19.994509,42.618484,3,SA
Comandante Espora,BHI,SAZB,-38.730556,-62.150555,-3,AR
Rudra Mata,BHJ,VABJ,23.2875,69.670555,5.30,IN
Bukhara,BHK,UTSB,39.76037,64.47479,5,UZ
Birmingham,BHM,KBHM,33.560833,-86.75219,-6,US
Beihan,BHN,OYBN,14.783333,45.733334,3,YE
Bhopal,BHO,VABP,23.284761,77.34177,5.30,IN
Bhojpur,BHP,VNBJ,27.183332,87.05,5.45,NP
Broken Hill,BHQ,YBHI,-31.998983,141.46857,9.30,AU
Bharatpur Airport,BHR,VNBP,27.67639,84.4325,5.45,NP
Raglan,BHS,YBTH,-33.41387,149.65518,10,AU
Bhavnagar,BHU,VABV,21.755,72.18444,5.30,IN
Bahawalpur,BHV,OPBW,29.4,71.683334,5,PK
Birmingham International Airport,BHX,EGBB,52.45252,-1.733256,,GB
Beihai,BHY,ZGBH,21.540333,109.28785,8,CN
Poretta,BIA,LFKB,42.547615,9.480124,1,FR
Baidoa,BIB,HCMB,3.066667,43.63333,3,SO
Block Island,BID,KBID,41.169434,-71.57961,-5,US
Beatrice,BIE,BIES,40.3,-96.75,-6,US
Biggs AAF,BIF,KBIF,31.75,-106.48333,-7,US
Intermediate Field,BIG,PABI,64.06778,-145.73277,-9,US
Bishop,BIH,KBIH,37.373333,-118.365,-8,US
Frans Kaisepo,BIK,WABB,-1.191919,136.10582,9,ID
Billings,BIL,KBIL,45.803417,-108.53723,-7,US
South Bimini Airport,BIM,MYBS,25.7,-79.28333,-5,BS
Bamiyan,BIN,OABN,34.80417,67.82361,4.30,AF
Bilbao,BIO,LEBB,43.305534,-2.905808,1,ES
Biarritz Parme,BIQ,LFBZ,43.472416,-1.531242,1,FR
Biratnagar,BIR,VNVT,26.434723,87.28333,5.45,NP
Bismarck,BIS,KBIS,46.77448,-100.75821,-6,US
Baitadi,BIT,VNBT,29,80.5,5.45,NP
Bildudalur,BIU,BIBD,65.833336,-23.983334,,IS
Bria,BIV,KBIV,6.533333,21.983334,1,CF
Bisho,BIY,FABE,-35.88333,27.283333,2,ZA
Bejaia,BJA,DAAE,36.75,5.083333,1,DZ
Bojnord,BJB,OIMN,37.48972,57.30885,3.30,IR
Jeffco,BJC,KBJC,39.933334,-105.066666,-7,US
Bakkafjordur,BJD,BIBK,66.066666,-14.75,,IS
Batsfjord,BJF,ENBS,70.6,29.666668,1,NO
Bajhang,BJH,VNBG,29.55,81.25,5.45,NP
Bemidji,BJI,KBJI,47.509724,-94.93472,-6,US
Wayne County,BJJ,KBJJ,40.8,-81.933334,-5,US
Benjina,BJK,WAPK,-6.083333,134.25,9,ID
Yundum International,BJL,GBYD,13.34406,-16.6522,,GM
Melchior Ndadaye International Airport,BJM,HBBA,-3.383333,29.366667,2,BI
Bermejo,BJO,SLBJ,-22.866667,-64.333336,-4,BO
Braganca Paulista,BJP,SBBP,-22.95,-46.566666,-3,BR
Bahar Dar,BJR,HABD,11.603292,37.32324,3,ET
Bajura Airport,BJU,VNBR,29.366667,81.333336,5.45,NP
Milas,BJV,LTFE,37.243954,27.672781,3,TR
Bajawa,BJW,WATB,-8.766667,120.98333,8,ID
Del Bajío International,BJX,MMLO,20.985699,-101.479,-6,MX
Batajnica,BJY,LYBT,44.93528,20.2575,1,RS
Talaveral La Real,BJZ,LEBZ,38.891666,-6.82,1,ES
Bikaner,BKB,VIBK,28.016666,73.3,5.30,IN
Buckland,BKC,PABL,65.97889,-161.12666,-9,US
Baker,BKE,KBKE,44.838333,-117.81,-8,US
Lake Brooks SPB,BKF,KBKF,58.6,-156.23334,-9,US
Branson,BKG,KBBG,36.53208,-93.20055,-6,US
Barking Sands PMRF,BKH,PHBK,21.966667,-159.71666,-10,US
Kota-Kinabalu International Airport,BKI,WBKK,5.923961,116.05075,8,MY
Boke,BKJ,GUOK,10.966667,-14.283333,,GN
Suvarnabhumi International,BKK,VTBS,13.693062,100.752045,7,TH
Burke Lakefront,BKL,KBKL,41.516945,-81.683334,-5,US
Bakalalan,BKM,WBGQ,3.966667,115.61667,8,MY
Bamako,BKO,GABS,12.540926,-7.947951,,ML
Blackall,BKQ,YBCK,-24.434168,145.42833,10,AU
Bokoro,BKR,FTTK,12.416667,17.233334,1,TD
Padangkemiling,BKS,WIPL,-3.866159,102.34349,7,ID
Blackstone AAF,BKT,KBKT,37.066666,-78,-5,US
Beckley,BKW,KBKW,37.781944,-81.12417,-5,US
Kavumu,BKY,FZMA,-2.3,28.816668,2,CD
Bukoba,BKZ,HTBU,-1.3,31.8,3,TZ
Gen J A Anzoategui,BLA,SVBC,10.107936,-64.68589,-4,VE
Bamenda,BLC,FKKG,5.897222,10.031667,1,CM
Boulder City,BLD,KBVU,35.983334,-114.833336,-8,US
Dala Airport,BLE,ESSD,60.42973,15.50826,1,SE
Belaga,BLG,WBGC,2.7,113.78333,8,MY
Blythe,BLH,KBLH,33.620834,-114.71889,-8,US
Bellingham,BLI,KBLI,48.795734,-122.53267,-8,US
Batna,BLJ,DABT,35.566666,6.183333,1,DZ
Blackpool Airport,BLK,EGNH,53.778385,-3.041985,,GB
Billund,BLL,EKBI,55.747383,9.147874,1,DK
Monmouth Executive Airport,BLM,KBLM,40.183334,-74.01667,-5,US
Benalla,BLN,YBLA,-36.55,145.98334,10,AU
Blonduos,BLO,BIBL,65.666664,-20.3,,IS
Bellavista,BLP,SPBL,-16.583332,-69.416664,-5,PE
Guglielmo Marconi,BLQ,LIPE,44.529266,11.293289,1,IT
Bangalore International Airport,BLR,VOBL,13.198889,77.70556,5.30,IN
Bollon,BLS,YBLL,-28.05,147.48334,10,AU
Blackwater,BLT,YBTR,-23.602184,148.8084,10,AU
Blue Canyon,BLU,KBLU,39.25,-120.71667,-8,US
Belleville,BLV,KBLV,38.65178,-89.85183,-6,US
Belmullet,BLY,EIBT,54.233334,-10,,IE
Chileka,BLZ,FWCL,-15.674722,34.970833,2,MW
Bromma,BMA,ESSB,59.35566,17.94608,1,SE
Bumba,BMB,FZFU,2.19,22.473333,1,CD
Brigham City,BMC,KBMC,41.549168,-112.062225,-7,US
Belo,BMD,FMML,-20.733334,44.05,3,MG
Broome,BME,YBRM,-17.95264,122.23429,8,AU
Bakouma,BMF,FEGM,5.733333,22.8,1,CF
Bloomington,BMG,KBMG,39.14,-86.61472,-5,US
Central Illinois Regional Airport at Bloomington-Normal,BMI,KBMI,40.48401,-88.91483,-6,US
Baramita,BMJ,SYBR,6.75,-60,-4,GY
Berlin Municipal Airport,BML,KBML,44.574722,-71.17639,-5,US
Bitam,BMM,FOOB,2.075833,11.490833,1,GA
Bhamo,BMO,VYBM,24.27389,97.25166,6.30,MM
Brampton Island,BMP,YBPI,-20.783333,149.23334,10,AU
Bamburi,BMQ,KBMQ,-4.5,39.833332,3,KE
Brumado,BMS,SNBU,-14.233333,-41.63333,-3,BR
Beaumont Municipalcipal,BMT,KBMT,30.083332,-94.1,-6,US
Bima,BMU,WRRB,-8.5,118.916664,8,ID
Phung-Duc,BMV,VVBM,12.666667,108.05,7,VN
Bordj Badji Mokhtar,BMW,DATM,21.316668,1.033333,1,DZ
Belep Island,BMY,NWWC,-19.75,163.66667,11,NC
Nashville International,BNA,KBNA,36.13174,-86.668945,-6,US
Boende,BNB,FZGN,-0.233056,20.87,1,CD
Beni,BNC,FZNP,0.566667,29.466667,2,CD
Bandar Abbas,BND,OIKB,27.21059,56.368385,3.30,IR
Brisbane International,BNE,YBBN,-27.40303,153.10905,10,AU
Banning,BNG,KBNG,33.933334,-116.86667,-8,US
Benin City,BNI,DNBE,6.316943,5.603863,1,NG
Ballina Byron Gateway,BNK,YBNA,-28.837606,153.5564,10,AU
Barnwell Regional,BNL,KBNL,33.25,-81.38333,-5,US
Bronnoy,BNN,ENBN,65.4617,12.215772,1,NO
Burns,BNO,KBNO,43.583332,-118.95,-8,US
Banfora,BNR,DFOB,10.666667,-4.666667,,BF
Barinas,BNS,SVBI,8.618056,-70.22111,-4,VE
Blumenau,BNU,SSBL,-27,-49,-3,BR
Boone,BNW,KBNW,42.066666,-93.88333,-6,US
Banja Luka,BNX,LQBK,44.933334,17.3,1,BA
Bellona,BNY,AGGB,-11.3,159.81667,11,SB
Boma,BOA,FZAJ,-5.866667,13.066667,1,CD
Motu Mute,BOB,NTTB,-16.446207,-151.75447,-10,PF
Bocas Del Toro,BOC,MPBO,9.34,-82.251945,-5,PA
Mérignac,BOD,LFBD,44.83102,-0.70217,1,FR
Boundji,BOE,FCOB,-1.033333,15.383333,1,CG
El Nuevo Dorado International,BOG,SKBO,4.698602,-74.143135,-5,CO
Bournemouth International,BOH,EGHH,50.77827,-1.832476,,GB
Boise Air Terminal/Gowen Field,BOI,KBOI,43.569263,-116.22193,-7,US
Bourgas,BOJ,LBBG,42.416668,27.283333,2,BG
Brookings State,BOK,KBOK,42.05,-124.28333,-8,US
Ballykelly,BOL,EGQB,55,-7,,GB
Chhatrapati Shivaji International (Sahar International),BOM,VABB,19.095509,72.87497,5.30,IN
Flamingo International,BON,TNCB,12.133403,-68.27687,-4,BQ
Bodo,BOO,ENBO,67.27262,14.367839,1,NO
Bouar,BOP,FEFO,6,15.666667,1,CF
Logan International,BOS,KBOS,42.36646,-71.02018,-5,US
Bourges,BOU,LFLD,47.15,2.416667,1,FR
Bartow,BOW,KBOW,27.9,-81.833336,-5,US
Borroloola,BOX,BOCH,-16.066668,136.28334,9.30,AU
Borgo,BOY,DFOO,11.163611,-4.324444,,BF
Bozoum,BOZ,FEGZ,6.416667,16.583332,1,CF
Bamenda,BPC,FKKV,5.916667,10.15,1,CM
Batuna Aerodrome,BPF,AGBT,-8.55,158.11667,11,SB
Barra Do Garcas,BPG,SBBW,-15.85,-52.38333,-4,BR
Bislig,BPH,RPMF,8.196667,126.32111,8,PH
Big Piney-marbleton,BPI,KBPI,42.533333,-110.11667,-7,US
Alashankou,BPL,ZWBL,44.904232,82.024185,8,CN
Begumpet,BPM,VOHY,17.449114,78.47183,5.30,IN
Porto Seguro,BPS,SBPS,-16.441158,-39.081097,-3,BR
Jefferson County,BPT,KBPT,29.950832,-94.02,-6,US
Bangda,BPX,ZUBD,30.555834,97.10667,8,CN
Besalampy,BPY,FMNQ,-16.75,44.483334,3,MG
Baler,BQA,RPUR,15,121.083336,8,PH
Bubaque,BQE,GGBU,11.3,-15.85,,GW
Biggin Hill,BQH,EGKB,51.333332,0.033333,,GB
Batagay,BQJ,UEBB,67.655,134.641667,10,RU
Glynco Jetport,BQK,KBQK,31.166668,-81.48333,-5,US
Boulia,BQL,YBOU,-22.9,139.9,10,AU
Borinquen,BQN,TJBQ,18.495832,-67.13,-4,PR
Bouna,BQO,DIBN,9.266667,-3,,CI
Barra,BQQ,SNBX,-11.083333,-43.13333,-3,BR
Blagoveschensk,BQS,UHBB,50.416668,127.4,9,RU
Brest,BQT,UMBB,52.11667,23.883333,3,BY
J. F. Mitchell,BQU,TVSB,12.986667,-61.264168,-4,VC
Balgo Hills,BQW,YBGO,-20.183332,127.8,8,AU
Barreiras,BRA,SNBR,-12.073056,-45.00833,-3,BR
Barreirinhas,BRB,SBRR,-2.910626,-57.11111,-3,BR
San Carlos de Bariloche Airport,BRC,SAZS,-41.145966,-71.16109,-3,AR
Brainerd Lakes Regional,BRD,KBRD,46.39722,-94.1375,-6,US
Bremen,BRE,EDDW,53.05297,8.785352,1,DE
Palese,BRI,LIBD,41.13388,16.76391,1,IT
Bourke,BRK,YBKE,-30.083332,145.93333,10,AU
Burlington,BRL,KBRL,40.78611,-91.12334,-6,US
Barquisimeto,BRM,SVBM,10.046267,-69.35984,-4,VE
Belp,BRN,LSZB,46.911728,7.50356,1,CH
South Padre Is. International,BRO,KBRO,25.90889,-97.42333,-6,US
Turany,BRQ,LKTB,49.15,16.7,1,CZ
North Bay,BRR,EGPR,57.023335,-7.440278,,GB
Bristol,BRS,EGGD,51.386757,-2.710659,,GB
Bathurst Island,BRT,YBTI,-11.766667,130.63333,9.30,AU
Brussels Airport,BRU,EBBR,50.89717,4.483602,1,BE
Wiley Post/W.Rogers M,BRW,PABR,71.288574,-156.77579,-9,US
Barahona,BRX,MDBH,18.216667,-71.11667,-4,DO
Bossaso,BSA,HCMF,11.283333,49.15,3,SO
Presidente Juscelino Kubitschek,BSB,SBBR,-15.869807,-47.921486,-3,BR
Bahia Solano,BSC,SKBS,6.183333,-77.4,-5,CO
Baoshan,BSD,ZPBS,25.055182,99.16143,8,CN
Sematan,BSE,WBGN,1.8,109.76667,8,MY
Bata,BSG,FGBT,1.906667,9.802222,1,GQ
Bairnsdale,BSJ,YBNS,-37.833332,147.63333,10,AU
Mohamed Boudiaf,BSK,DAUB,34.79333,5.738056,1,DZ
Euroairport Swiss,BSL,_BSL,47.59961,7.532604,1,CH
Bishe-kola,BSM,OINJ,36.65,52.35,3.30,IR
Bossangoa,BSN,FEFS,6.583333,17.5,1,CF
Basco,BSO,RPUO,20.453056,121.977776,8,PH
Basrah International Airport ,BSR,ORMM,30.555555,47.79139,3,IQ
Balsas,BSS,SNBS,-7.516667,-46.05,-3,BR
Bost,BST,OABT,31.55,64.36667,4.30,AF
Basankusu,BSU,FZEN,1.221667,19.788889,1,CD
Bassein,BSX,VYPN,16.8,94.78333,6.30,MM
Bardera,BSY,HCMD,2.35,42.333332,3,SO
Yaoundé,BTA,FKKO,4.540833,13.7275,1,CM
Betou,BTB,FCOT,3.05,18.5,1,CG
Batticaloa,BTC,VCCB,7.703333,81.67861,5.30,LK
Bonthe,BTE,GFBN,7,-12.008333,,SL
Batangafo,BTG,FEGF,7.416667,18.333332,1,CF
Hang Nadim,BTH,WIKB,1.123627,104.11528,7,ID
Barter Island,BTI,PABA,70.13472,-143.57834,-9,US
Sultan Iskandarmuda Airport,BTJ,WITT,5.518021,95.41833,7,ID
Bratsk,BTK,UIBB,56.36667,101.816666,8,RU
WK Kellogg Regional,BTL,KBTL,42.37278,-85.26481,-5,US
Bert Mooney Airport,BTM,KBTM,45.95111,-112.49389,-7,US
Butler County - Kenny Scholter Field,BTP,KBTP,40.85,-79.916664,-5,US
Ryan,BTR,KBTR,30.532537,-91.156906,-6,US
M. R. Štefánika,BTS,LZIB,48.170017,17.199799,1,SK
Bettles,BTT,PABT,66.915276,-151.52638,-9,US
Bintulu,BTU,WBGB,3.171772,113.04346,8,MY
Burlington International,BTV,KBTV,44.469013,-73.15527,-5,US
Batu Licin,BTW,WAOC,-3,116,8,ID
Betoota,BTX,YBEO,-25.7,140.73334,10,AU
Beatty,BTY,KBTY,36.9,-116.76667,-8,US
Buka,BUA,AYBK,-5.422443,154.67288,10,PG
Burketown,BUC,YBKT,-17.75,139.53334,10,AU
Liszt Ferenc International,BUD,LHBP,47.433037,19.261621,1,HU
Buffalo Niagara International,BUF,KBUF,42.933826,-78.731804,-5,US
Gen V Deslandes,BUG,FNBG,-12.606389,13.405556,1,AO
Bokondini,BUI,WAJB,-2,133.58333,9,ID
Ain Eddis,BUJ,DAAD,35.166668,4.15,1,DZ
Bulolo,BUL,AYBU,-7.189722,146.64778,10,PG
Buenaventura,BUN,SKBU,3.825,-76.995834,-5,CO
Burao,BUO,HCMV,9.5225,45.55417,3,SO
Bhatinda,BUP,VIBT,30.166668,74.96667,5.30,IN
Bulawayo,BUQ,FVBU,-20.014933,28.622616,2,ZW
Bob Hope,BUR,KBUR,34.19619,-118.35411,-8,US
Batum,BUS,UGSB,41.610832,41.600555,4,GE
Baubau,BUW,WAWB,-5.466667,122.63333,8,ID
Bunia,BUX,FZKA,1.571667,30.212778,2,CD
Bunbury,BUY,KBUY,-33.316666,115.63333,8,AU
Bushehr,BUZ,OIBB,28.958284,50.825424,3.30,IR
Beauvais-Tille,BVA,LFOB,49.459488,2.110815,1,FR
Boa Vista,BVB,SBBV,2.833333,-60.666668,-4,BR
Rabil,BVC,GVBA,16.083332,-22.833332,-1,CV
Laroche,BVE,LFBV,45.166668,1.533333,1,FR
Berlevag,BVG,ENBV,70.86667,29,1,NO
Vilhena,BVH,SBVH,-12.716667,-60.11667,-4,BR
Birdsville,BVI,YBDV,-25.898333,139.34334,10,AU
Belmonte,BVM,SNBL,-15.833333,-38.916668,-3,BR
Bartlesville,BVO,KBVO,36.7625,-96.01083,-6,US
Breves,BVS,SNVS,-1.666667,-50.466667,-3,BR
Beluga,BVU,PABG,61.169445,-151.03612,-9,US
Burevestnik AFB,BVV,UHSB,44.928646,147.61337,11,RU
Municipal,BVX,KBVX,35.766666,-91.65,-6,US
Beverly Municipal Airport,BVY,KBVY,42.55,-70.88333,-5,US
Beverley Springs,BVZ,YBYS,-15,124,8,AU
Bhairawa,BWA,VNBW,27.504168,83.42,5.45,NP
Barrow Island,BWB,YBWX,-20.783333,115.416664,8,AU
Brawley,BWC,KBWC,32.983334,-115.51667,-8,US
Braunschweig,BWE,EDVE,52.266666,10.533333,1,DE
Walney Island,BWF,EGNL,54.11667,-3.233333,,GB
Warren County,BWG,KBWG,36.962223,-86.42222,-6,US
Butterworth,BWH,WMKB,5.466667,100.3925,8,MY
Baltimore/Washington International Thurgood Marshall,BWI,KBWI,39.179527,-76.66894,-5,US
Brac,BWK,LDSB,43.283333,16.683332,1,HR
Bowman,BWM,KBPP,46.183334,-103.4,-7,US
Bandar Seri Begwan International Airport,BWN,WBSB,4.945197,114.93375,8,BN
Balakovo,BWO,UWSB,51.86667,47.75,3,RU
Brewarrina,BWQ,YBRW,-29.95,146.86667,10,AU
Burnie Wynyard,BWT,YBUI,-40.993145,145.72507,10,AU
Sydney Bankstown,BWU,YSBK,-33.916668,151.03334,10,AU
Las Brujas,BWW,MUBR,22.62118,-79.14697,-5,CU
George R Carr,BXA,KBXA,30.933332,-89.88333,-6,US
Babo,BXB,WASO,-2.55,133.41667,9,ID
Bade,BXD,WAKE,-7.166667,139.5,9,ID
Bendigo,BXG,YBDG,-36.734722,144.30194,10,AU
Boundiali,BXI,DIBI,8.75,-6.5,,CI
Burundai,BXJ,UAAR,43.5,76.95,6,KZ
Buckeye Municipal,BXK,KBXK,33.36667,-112.583336,-7,US
Imsik,BXN,LTBV,37.134724,27.667221,3,TR
Buochs,BXO,LSZC,46.966667,8.383333,1,CH
Biala Podlaska,BXP,EPBP,52.00551,23.14542,1,PL
Bam,BXR,OIKM,29.080082,58.449356,3.30,IR
Borrego Springs,BXS,KBXS,33.343334,-116.32778,-8,US
Bontang,BXT,WRLC,0.166667,117.5,8,ID
Butuan,BXU,RPWE,8.947999,125.48123,8,PH
Breiddalsvik,BXV,BIBV,64.76667,-14,,IS
Yacuiba,BYC,SLYA,-21.95,-63.65,-4,BO
Municipal,BYG,KBYG,44.35,-106.7,-7,US
Blytheville AFB,BYH,KBYH,35.933334,-89.916664,-6,US
Rupert,BYI,KBYI,42.54139,-113.77417,-7,US
Beja International,BYJ,LPBJ,38.0789,-7.9324,,PT
Bouake,BYK,DIBK,7.739444,-5.069167,,CI
C.M. de Cespedes,BYM,MUBY,20.383333,-76.65,-5,CU
Bayankhongor,BYN,ZMBH,46.1,100.683334,8,MN
Bonito Airport,BYO,SJDB,-21.229445,-56.456112,-4,BR
Bunyu,BYQ,WALV,3.583333,117.833336,8,ID
Bicycle Lake AAF,BYS,KBYS,35.266666,-116.566666,-8,US
Bantry,BYT,EIBN,51.683334,-9.45,,IE
Bindlacher-Berg,BYU,EDQD,49.985558,11.64,1,DE
San Pedro,BZA,MNBZ,13.95,-84.6,-6,NI
Buzios,BZC,SBBZ,-22.769444,-41.964443,-3,BR
Balranald,BZD,YBRN,-34.61667,143.61667,10,AU
Philip S. W. Goldson International,BZE,MZBZ,17.539167,-88.308334,-6,BZ
Bydgoszcz I. J. Paderewski Airport,BZG,EPBY,53.09667,17.978611,1,PL
Balikesir,BZI,LTBF,39.61722,27.927778,3,TR
Briansk,BZK,UUBP,53.266666,34.333332,3,RU
Barisal,BZL,VGBR,22.8,90.3,6,BD
Gallatin Field,BZN,KBZN,45.777687,-111.16033,-7,US
Bolzano,BZO,LIPB,46.462444,11.330511,1,IT
Beziers Vias,BZR,LFMU,43.324165,3.354444,1,FR
Buta,BZU,FZKJ,2.8,24.733334,2,CD
Maya Maya,BZV,FCBB,-4.258899,15.251139,1,CG
Raf Brize Norton,BZZ,EGVN,51.75,-1.587093,,GB
Cabinda,CAB,FNCA,-5.583333,12.2,1,AO
Cascavel,CAC,SBCA,-24.95,-53.466667,-3,BR
Cadillac,CAD,KCAD,44.275833,-85.42222,-5,US
Metropolitan Airport,CAE,KCAE,33.946907,-81.12501,-5,US
Carauari,CAF,SWCA,-4.9,-66.916664,-4,BR
Elmas,CAG,LIEE,39.254333,9.060673,1,IT
Ca Mau,CAH,VVCM,9.175556,105.17944,7,VN
Cairo International Airport,CAI,HECA,30.120106,31.40647,2,EG
Canaima,CAJ,SVCN,6.25,-62.833332,-4,VE
Akron/canton Regional,CAK,KCAK,40.914963,-81.43583,-5,US
Machrihanish,CAL,EGEC,55.43639,-5.686667,,GB
Camiri,CAM,SLCA,-20.01111,-63.56111,-4,BO
Guangzhou Baiyun International,CAN,ZGGG,23.387861,113.29734,8,CN
Clayton,CAO,KCAO,36.45,-103.183334,-7,US
Cap Haitien,CAP,MTCH,19.732779,-72.195,-5,HT
Caucasia,CAQ,SKCU,7.6,-75.25,-5,CO
Municipal,CAR,KCAR,46.86667,-68.01667,-5,US
Anfa,CAS,GMMC,33.559723,-7.663056,,MA
Caruaru,CAU,SNRU,-8.25,-35.916668,-3,BR
Cazombo,CAV,FNCZ,-11.9,22.866667,1,AO
Bartolomeu Lisandro,CAW,SBCP,-21.75,-41.3,-3,BR
Carlisle,CAX,EGNC,54.93667,-2.809444,,GB
Rochambeau,CAY,SOCA,4.816667,-52.36667,-3,GF
Cobar,CAZ,YCBA,-31.535,145.79333,10,AU
J Wilsterman,CBB,SLCB,-17.413954,-66.178894,-4,BO
Greater Cumberland Regional,CBE,KCBE,39.614445,-78.76611,-5,US
Municipal,CBF,KCBF,41.266666,-95.86667,-6,US
Cambridge,CBG,EGSC,52.2,0.183333,,GB
Leger,CBH,DAOR,31.647778,-2.259722,1,DZ
Cape Barren Island,CBI,YCBN,-40.333332,148.16667,10,AU
Ciudad Bolivar,CBL,SVCB,8.128056,-63.5375,-4,VE
Penggung,CBN,WICD,-6.75,108.53333,7,ID
Awang,CBO,RPWC,7.161412,124.21464,8,PH
