airport_name,iata_code,icao_code,latitude,longitude,gmt,country_iso2
Ukunda,UKA,HKUK,-4.3,39.566666,3,KE
Kobe,UKB,RJBE,34.6373,135.2284,9,JP
Ukiah,UKI,KUKI,39.126667,-123.2,-8,US
Ust-kamenogorsk,UKK,UASK,50.025723,82.5056,6,KZ
Mukeiras,UKR,OYMK,13.933333,45.683334,3,YE
Upper Bucks,UKT,KUKT,40.433334,-75.35,-5,US
Ust-Kut,UKX,UITT,56.85,105.73333,8,RU
San Julian,ULA,SAWJ,-49.316666,-67.666664,-3,AR
Ulei,ULB,NVSU,-16.416668,168.33333,11,VU
Ulundi,ULD,FAUL,-28.283333,31.433332,2,ZA
Ulgit,ULG,ZMUL,48.966667,89.96667,7,MN
Majeed Bin Abdulaziz,ULH,OEAO,26.616667,37.866665,3,SA
Lensk,ULK,UERL,60.72248,114.83152,9,RU
New Ulm,ULM,KULM,44.32139,-94.50056,-6,US
Chinggis Khaan International,ULN,ZMUB,47.85275,106.76327,8,MN
Ulaangom,ULO,ZMUG,49.983334,92.066666,7,MN
Quilpie,ULP,YQLP,-26.633333,144.3,10,AU
Farfan,ULQ,SKUL,4.097222,-76.229164,-5,CO
Gulu,ULU,HUGU,2.783333,32.3,3,UG
Baratayevka,ULV,UWLL,54.268333,48.226665,3,RU
Vostochny,ULY,UWLW,54.266666,48.216667,3,RU
Uummannaq,UMD,BGUM,70.66889,-52.11778,-3,GL
Umea,UME,ESNU,63.79333,20.28954,1,SE
Quincemil,UMI,SPIL,-13.25,-70.666664,-5,PE
Summit,UMM,PAST,63.316666,-149.31667,-9,US
Woomera,UMR,YPWR,-31.15,136.81667,9.30,AU
Umiat,UMT,PAUM,69.416664,-152.33333,-9,US
Ernesto Geisel,UMU,SSUM,-23.798332,-53.31333,-3,BR
Sumy,UMY,UKHS,50.933334,34.783333,2,UA
Una,UNA,SBTC,-15.353333,-38.997223,-3,BR
Kunduz,UND,OAUZ,36.660557,68.909164,4.30,AF
Qachas Nek,UNE,FXQN,-30.166668,27.166668,2,LS
Kiunga,UNG,AYKI,-6.125552,141.28601,10,PG
Unalakleet,UNK,PAUN,63.881927,-160.79944,-9,US
Ranong,UNN,VTSR,9.852778,98.629166,7,TH
Dodge County,UNU,KUNU,58.3,-134.41667,-6,US
Buol,UOL,WAMQ,1.166667,121.433334,8,ID
Franklin County,UOS,KUOS,35.183334,-85.9,-6,US
University-Oxford,UOX,KUOX,34.384445,-89.535,-6,US
Playa Baracoa,UPB,MUPB,23.032778,-82.579445,-5,CU
Hasanudin,UPG,WAAA,-5.058312,119.54589,8,ID
Upala,UPL,MRUP,10.783333,-85.03333,-6,CR
Uruapan,UPN,MMPN,19.411112,-102.04722,-6,MX
Upolu Point,UPP,PHUP,20.268057,-155.8625,-10,US
Upavon,UPV,EGDJ,51.3,-1.816667,,GB
Uralsk / Podstepnyy,URA,UARR,51.15371,51.538563,5,KZ
Urumqi,URC,ZWWW,43.90126,87.47515,8,CN
Kuressaare,URE,EEKE,58.216667,22.5,2,EE
Ruben Berta,URG,SBUG,-29.781668,-57.038334,-3,BR
Uraj,URJ,USHU,60.11667,64.833336,5,RU
Uriman,URM,SVUM,5.341667,-62.75833,-4,VE
Boos,URO,LFOP,49.38861,1.1875,1,FR
Urrao,URR,SKUR,6.333333,-76.183334,-5,CO
Kursk,URS,UUOK,51.75,36.266666,3,RU
Surat Thani,URT,VTSB,9.133865,99.143196,7,TH
Gurayat,URY,OEGT,31.409622,37.275005,3,SA
Islas Malvinas Argentinas International,USH,SAWH,-54.839348,-68.31245,-3,AR
Mabaruma,USI,SYMB,8.166667,-59.833332,-4,GY
Usinsk,USK,UUYS,65.95,57.4,3,RU
Useless Loop,USL,YUSL,-25.966667,113.11667,8,AU
Koh Samui,USM,VTSM,9.555315,100.0628,7,TH
Ulsan,USN,RKPU,35.59367,129.35597,9,KR
Usak,USQ,LTBO,38.68222,29.471945,3,TR
St Augustine,UST,KSGJ,29.95,-81.333336,-5,US
Francisco Reyes,USU,RPVV,12.1,120.166664,8,PH
Mutare,UTA,FVMU,-18.966667,32.666668,2,ZW
Muttaburra,UTB,YMTB,-22.5875,144.525,10,AU
Quthing,UTG,FXQG,-30.5,27.6,2,LS
Udon Thani,UTH,VTUD,17.38661,102.774506,7,TH
Utti,UTI,EFUT,60.9,26.933332,2,FI
Tunica Municipalcipal Airport,UTM,KUTA,34.667694,-90.36767,-6,US
Upington,UTN,FAUP,-28.400557,21.253332,2,ZA
Indian Mountain AFS,UTO,PAIM,65.99333,-153.70166,-9,US
Utapao,UTP,VTBU,12.683333,101.01667,7,TH
Uttaradit,UTR,VTPU,17.669443,100.24389,7,TH
Ust-Tsilma,UTS,UUYX,65.433334,52.2,3,RU
Umtata,UTT,FAUT,-31.583332,28.783333,2,ZA
Queenstown,UTW,FAQT,-31.866667,26.866667,2,ZA
Bugulma,UUA,UWKB,54.61667,52.816666,3,RU
"Ulan-ude, Baykal",UUD,UIUU,51.833332,107.5,8,RU
Baruun-Urt,UUN,ZMBU,46.683334,113.28333,8,MN
Yuzhno-Sakhalinsk,UUS,UHSS,46.966667,142.75,11,RU
Ouvea,UVE,NWWV,-20.64242,166.57198,11,NC
Hewanorra,UVF,TLPL,13.735556,-60.95222,-4,LC
Kharga,UVL,HEKG,25.475,30.590834,2,EG
Nyala,UYL,HSNL,12.071667,24.894722,3,SD
Yulin,UYN,ZLYL,38.274155,109.73038,8,CN
Uzice-Ponikve,UZC,LYUE,43.898834,19.697403,1,RS
Curuzu Cuatia,UZU,SATU,-29.778889,-58.095554,-3,AR
Vaasa,VAA,EFVA,63.04355,21.760122,2,FI
Varrelbusch,VAC,EDWU,52.916668,8.05,1,DE
Chabeuil,VAF,LFLU,44.920277,4.970278,1,FR
Maj. Brig. Trompowsky,VAG,SBVG,-21.55,-45.433334,-3,BR
Vallegrande,VAH,SLVG,-18.483334,-64.1,-4,BO
Vanimo,VAI,AYVN,-2.694722,141.30194,10,PG
Chevak,VAK,PAVA,61.52861,-165.59027,-9,US
Valenca,VAL,SNVB,-13.333333,-39.083332,-3,BR
Maamigili,VAM,VRMV,55.46389,9.458333,5,MV
Ferit Melen Airport,VAN,LTCI,38.45861,43.332222,3,TR
Suavanao Airstrip,VAO,AGGV,-7.566667,158.66667,11,SB
Valparaiso,VAP,SCRD,-33.033333,-71.666664,-4,CL
Varna,VAR,LBWN,43.23726,27.829096,2,BG
Sivas,VAS,LTAR,39.81389,36.904167,3,TR
Vatomandry,VAT,FMMY,-19.283333,48.833332,3,MG
Vatukoula,VAU,NFNV,-17.5,177.86667,12,FJ
Lupepau'u,VAV,NFTV,-18.586012,-173.96829,13,TO
Vardoe,VAW,ENSS,70.35472,31.045555,1,NO
Brescia Montichiari,VBS,LIPO,45.425446,10.326545,1,IT
Vanuabalavu,VBV,NFVB,-17.233334,-178.95,12,FJ
Visby,VBY,ESSV,57.660446,18.338154,1,SE
Can Tho,VCA,VVCT,10.047222,105.76639,7,VN
View Cove,VCB,KVCB,55.083332,-133.01666,-9,US
Victoria River Downs,VCD,YVRD,-16.4,131,9.30,AU
Marco Polo,VCE,LIPZ,45.502285,12.337947,1,IT
Vichadero,VCH,SUVO,-31.733334,-54.25,-3,UY
Viracopos (Campinas International),VCP,SBKP,-23.009892,-47.141674,-3,BR
Carora,VCR,SVCO,10.183333,-70.083336,-4,VE
Coong,VCS,VVCS,10.371389,106.63333,7,VN
County-Foster,VCT,KVCT,28.85111,-96.914444,-6,US
Southern California Logistics,VCV,KVCV,34.533333,-117.3,-8,US
Ovda,VDA,LLOV,29.952015,34.9339,2,IL
Valdres Lufthavn Leirin,VDB,ENFG,61.083332,9.333333,1,NO
Vitoria Da Conquista,VDC,SBQV,-14.883333,-40.86667,-3,BR
Hierro,VDE,GCHI,27.813969,-17.884937,,ES
Viedma,VDM,SAVV,-40.85,-63.016666,-3,AR
Valle De Pascua,VDP,SVVP,9.221389,-65.99111,-4,VE
Villa Dolores,VDR,SAOD,-31.94111,-65.14222,-3,AR
Vadso,VDS,ENVD,70.065,29.845278,1,NO
Jindal,VDY,VOJV,15.17483,76.63406,5.30,IN
Valdez Municipal,VDZ,PAVD,61.1325,-146.23889,-9,US
Venetie,VEE,PAVE,67.023056,-146.41112,-9,US
Vernal,VEL,KVEL,40.43889,-109.51028,-7,US
Las Bajadas,VER,MMVR,19.142275,-96.18321,-6,MX
Barakoma,VEV,AGBA,-7.85,159.55,11,SB
Vestmannaeyjar,VEY,BIVM,63.426388,-20.277779,,IS
Victoria Falls,VFA,FVFA,-18.093056,25.840279,2,ZW
Vijayawada,VGA,VOBZ,16.529444,80.79722,5.30,IN
Vologda,VGD,ULWW,59.283333,39.95,3,RU
Vigo,VGO,LEVX,42.224552,-8.634025,1,ES
North Air Terminal,VGT,KVGT,36.09667,-115.16889,-8,US
Villagarzon,VGZ,SKVG,1.066667,-76.71667,-5,CO
Saurimo,VHC,FNSA,-9.75,20.55,1,AO
Vilhelmina,VHM,ESNV,64.61667,16.65,1,SE
Culberson County,VHN,KVHN,31.05,-104.833336,-6,US
Charmeil,VHY,LFLV,46.165558,3.409722,1,FR
Vahitahi,VHZ,NTUV,-18.583332,-138.83333,-10,PF
Vienna,VIA,SSVI,-27.008333,-51.136112,-3,BR
Trissino,VIC,LIPT,45.55,11.55,1,IT
Vienna International,VIE,LOWW,48.11972,16.563583,1,AT
El Vigia,VIG,SVVG,8.633333,-71.65,-4,VE
Vinh City,VII,VVVH,18.7,105.63333,7,VN
Spanish Town,VIJ,TUPW,18.45027,-64.427734,-4,VG
Dakhla,VIL,GMMH,23.713333,-15.935,,MA
Vinnica,VIN,UKWW,49.233334,28.483334,2,UA
Viqueque,VIQ,WPVQ,-8.883333,126.36667,9,TL
Virginia,VIR,FAVG,-29.766666,31.066668,2,ZA
Visalia,VIS,KVIS,36.319443,-119.39389,-8,US
Vitoria,VIT,LEVT,42.833332,-2.5,1,ES
Eurico Sales,VIX,SBVT,-20.25681,-40.289566,-3,BR
Rach Gia,VKG,VVRG,10.083333,105.083336,7,VN
Vnukovo,VKO,UUWW,55.60315,37.2921,3,RU
Vicksburg,VKS,KVKS,32.35,-90.85,-6,US
Vorkuta,VKT,UUYW,67.48333,63.983334,3,RU
Valencia,VLC,LEVC,39.49179,-0.473475,1,ES
Valdosta Regional Airport,VLD,KVLD,30.78389,-83.27722,-5,US
Villa Gesell,VLG,SAZV,-38.016666,-57.583332,-3,AR
Bauerfield,VLI,NVVV,-17.701853,168.3195,11,VU
Valladolid,VLL,LEVD,41.70581,-4.844626,1,ES
Villamontes,VLM,SLVM,-21.25,-63.5,-4,BO
Arturo Michelena International Airport,VLN,SVVA,10.15429,-67.92248,-4,VE
Vila Rica,VLP,SWVC,-10.015556,-51.122223,-4,BR
Vallenar,VLR,SCLL,-28.591667,-70.761665,-4,CL
Valesdir,VLS,NVSV,-16.8,168.2,11,VU
Velikiye Luki,VLU,ULOL,56.38333,30.616667,3,RU
Carvajal,VLV,SVVL,9.339167,-70.58583,-4,VE
Valley,VLY,EGOV,53.25036,-4.529017,,GB
Villa Mercedes,VME,SAOR,-33.63333,-65.416664,-3,AR
Saravane,VNA,VLSV,15.692778,106.42611,7,LA
Venice Municipalcipal,VNC,KVNC,27.066668,-82.433334,-5,US
Meucon,VNE,LFRV,47.65,-2.766667,1,FR
Vilnius,VNO,EYVI,54.643078,25.279606,2,LT
Vanrook,VNR,YVRS,-16.866667,141.91667,10,AU
Varanasi,VNS,VIBN,25.449697,82.85373,5.30,IN
Ventspils,VNT,EVVA,27.3,87.2,2,LV
Vilanculos,VNX,FQVL,-22.016666,35.283333,2,MZ
Van Nuys,VNY,KVNY,34.2,-118.5,-8,US
Volgograd,VOG,URWW,48.792,44.354805,3,RU
Vohemar,VOH,FMNV,-13.366667,50,3,MG
Voinjama,VOI,GLVA,8.416667,-9.75,,LR
Volk Field,VOK,KVOK,43.933334,-90.28333,-6,US
Nea Anchialos,VOL,LGBL,39.38333,22.93111,2,GR
Votuporanga,VOT,SDVG,-20.433332,-49.88333,-3,BR
Chertovitskoye,VOZ,UUOO,51.812355,39.226997,3,RU
Ondjiva,VPE,FNGI,-17.05,15.7,1,AO
Vopnafjordur,VPN,BIVO,65.75694,-14.829444,,IS
Eglin AFB,VPS,KVPS,30.495913,-86.54946,-6,US
Chimoio,VPY,FQCH,-19.133333,33.483334,2,MZ
Porter County,VPZ,KVPZ,41.4525,-87.00528,-6,US
Juan Gualberto Gomez,VRA,MUVR,23.039896,-81.43694,-5,CU
Vero Beach Municipal,VRB,KVRB,27.6525,-80.41361,-5,US
Virac,VRC,RPUV,13.583333,124.2,8,PH
Vredendal,VRE,FAVR,-31.666668,18.5,2,ZA
Varkaus,VRK,EFVR,62.3,27.933332,2,FI
Vila Real,VRL,LPVR,41.3,-7.75,,PT
Valerio Catullo,VRN,LIPX,45.40233,10.906796,1,IT
Vryburg,VRU,FAVB,-26.916668,24.75,2,ZA
Capitan Carlos Rovirosa,VSA,MMVA,17.99243,-92.818985,-6,MX
Viseu,VSE,LPVZ,40.65,-7.916667,,PT
Lugansk,VSG,UKCW,48.566666,39.333332,2,UA
Vasteras/Hasslo,VST,ESOW,59.58917,16.630556,1,SE
Vitebsk,VTB,UMII,55.13333,30.366667,3,BY
Wattay,VTE,VLVT,17.975431,102.56772,7,LA
Vatulele,VTF,NFVL,-18.55,177.61667,12,FJ
Vung Tau,VTG,VVVT,10.374444,107.09111,7,VN
Vittel,VTL,LFSZ,48.2,5.95,1,FR
Nevatim AFB,VTM,LLNV,31.20473,35.02047,2,IL
Miller Field,VTN,KVTN,42.86667,-100.55,-6,US
Las Tunas,VTU,MUVT,20.966667,-76.95,-5,CU
Vishakhapatnam,VTZ,VEVZ,17.728151,83.22675,5.30,IN
Valledupar,VUP,SKVP,10.436667,-73.25278,-5,CO
Velikij Ustyug,VUS,ULWU,60.766666,46.316666,3,RU
Mahanoro,VVB,FMMH,-19.833332,48.8,3,MG
La Vanguardia,VVC,SKVV,4.078889,-73.566666,-5,CO
Viru Viru International,VVI,SLVR,-17.648233,-63.140488,-4,BO
Vladivostok,VVO,UHWW,43.378574,132.14075,10,RU
Illizi,VVZ,DAAP,26.533333,8.55,1,DZ
Lichinga,VXC,FQLC,-13.283333,35.25,2,MZ
San Pedro,VXE,GVSV,16.835613,-25.057571,-1,CV
Smaland Airport,VXO,ESMX,56.925095,14.732046,1,SE
Vryheid,VYD,FAVY,-27.783333,30.8,2,ZA
Wales,WAA,PAIW,65.617226,-168.09084,-9,US
Waca,WAC,HAWC,7.166667,37.166668,3,ET
Wadi Ad Dawasir,WAE,OEWD,20.498444,45.20445,3,SA
Wanganui,WAG,NZWU,-39.960922,175.02444,12,NZ
Wahpeton,WAH,KBWP,46.266666,-96.6,-6,US
Ambatondrazaka,WAM,FMMZ,-17.8,48.433334,3,MG
Alto Palena,WAP,SCAP,-43.61667,-71.8,-4,CL
Waris,WAR,WAJR,-3.116667,140.88333,9,ID
Waterford,WAT,EIWF,52.188866,-7.080082,,IE
Kalkgurung,WAV,YWAV,-17.483334,130.95,9.30,AU
Frederic Chopin,WAW,EPWA,52.170906,20.97329,1,PL
Zwara,WAX,HLZW,51.216667,-55.38333,2,LY
Warwick,WAZ,YWCK,-28.15,151.95,10,AU
Schleswig-jagel,WBG,ETNS,54.45,9.516667,1,DE
Wapenamanda,WBM,AYWD,-5.616667,143.91667,10,PG
Beroroha,WBO,FMSB,-21.6,45.13333,3,MG
Beaver,WBQ,PAWB,66.36222,-147.40834,-9,US
Big Rapids,WBR,KRQB,43.7,-85.48333,-5,US
Boulder Municipal,WBU,KBDU,40.039165,-105.225555,-7,US
Wilkes-Barre/Wyoming Valley,WBW,KWBW,41.233334,-75.88333,-5,US
Gamboa,WCA,SCST,-42.5,-73.833336,-4,CL
Chaiten,WCH,SCTN,-42.916668,-72.71667,-4,CL
Chandalar,WCR,PALR,67.505554,-148.5,-9,US
Enid Woodring Mun.,WDG,KWDG,36.38361,-97.79083,-6,US
Hosea Kutako International (J. G. Strijdom),WDH,FYWH,-22.487345,17.463202,2,NA
Wondai,WDI,YWND,-26.333332,151.81667,10,AU
Winder,WDR,KWDR,33.983334,-83.71667,-5,US
Weifang,WEF,ZSWF,36.641075,119.11347,8,CN
Weihai,WEH,ZSWH,37.18814,122.23607,8,CN
Weipa,WEI,YBWP,-12.681317,141.9247,10,AU
Welkom,WEL,FAWM,-28,26.75,2,ZA
Wagethe,WET,WABG,-4.166667,135.83333,9,ID
Wee Waa,WEW,YWWA,-30.233334,149.43333,10,AU
Fianarantsoa,WFI,FMSF,-21.466667,47.083332,3,MG
Forest Hill,WGA,YSWG,-35.15992,147.46626,10,AU
Warangal,WGC,VOWA,17.916668,79.6,5.30,IN
Walgett,WGE,YWLG,-30.033333,148.13333,10,AU
Waingapu,WGP,WRRW,-9.666667,120.3,8,ID
Wangaratta,WGT,YWGT,-36.36667,146.33333,10,AU
Wadi Halfa,WHF,HSSW,21.75,31.5,3,SD
Whakatane,WHK,NZWK,-37.924675,176.91748,12,NZ
Franz Josef,WHO,NZFJ,-43.38333,170.18333,12,NZ
Whiteman,WHP,KWHP,34.05,-118.25,-8,US
Whalsay,WHS,EGEH,60.36667,-0.983333,,GB
Wharton,WHT,K5R5,29.316668,-96.1,-6,US
Wuhu,WHU,ZSWU,31.366667,118.36667,8,CN
Wilbarger County,WIB,KF05,34.225417,-99.283564,-6,US
Wick,WIC,EGPC,58.456944,-3.086667,,GB
Air Base,WIE,ETOU,50.083332,8.233333,1,DE
Surfdale,WIK,NZKE,-36.833332,175.08333,12,NZ
Wilson,WIL,HKNW,-1.318018,36.813248,3,KE
Winton,WIN,YWTN,-22.35,143.06667,10,AU
Wilcannia,WIO,YWCA,-31.083332,143.55,10,AU
Wittenoom,WIT,YWIT,-22.266666,118.333336,8,AU
Wajir,WJR,HKWJ,1.766667,40.6,3,KE
WonJu,WJU,RKNW,37.434166,127.95167,9,KR
Wanaka,WKA,NZWF,-44.72336,169.24425,12,NZ
Warracknabeal,WKB,YWKB,-36.15,142.43333,10,AU
Hwange,WKI,FVWT,-18.3625,26.518333,2,ZW
Hokkaido,WKJ,RJCW,45.39943,141.7974,9,JP
Wallal,WLA,YWAL,-19.783333,120.666664,8,AU
Walcha,WLC,YWCH,-30.983334,151.6,10,AU
Arkansas City,WLD,KWLD,37.166943,-97.05028,-6,US
Wellington International,WLG,NZWN,-41.329037,174.81216,12,NZ
Walaha,WLH,NVSW,-15.416667,167.7,11,VU
Selawik,WLK,PASK,66.602776,-159.98334,-9,US
Waterloo,WLO,YWTL,-16.633333,129.31667,9.30,AU
Wallis Island,WLS,NLWW,-13.233333,-176.16667,12,WF
Glenn County,WLW,KWLW,39.88333,-122.35,-8,US
Warrnambool,WMB,YWBL,-38.295,142.44833,10,AU
Winnemucca,WMC,KWMC,40.966667,-117.73333,-8,US
Mandabe,WMD,FMSC,-21.033333,44.95,3,MG
Mount Keith,WME,YMNE,-27.287222,120.549446,8,AU
Mountain Home,WMH,KBPK,36.333332,-92.38333,-6,US
Modlin,WMI,EPMO,52.45111,20.651667,1,PL
Maroantsetra,WMN,FMNR,-15.433333,49.683334,3,MG
White Mountain,WMO,PAWM,64.68694,-163.40666,-9,US
Mananara,WMR,FMNC,-16.161943,49.770557,3,MG
Wamena,WMX,WAJW,-4.116667,138.93333,9,ID
Napakiak SPB,WNA,PANA,60.7,-162.11667,-9,US
Puzhehei,WNH,ZPWS,23.374907,104.24256,8,CN
Wunnummin Lake,WNN,CKL3,52.916668,-89.166664,-6,CA
Naga,WNP,RPUN,13.587222,123.27,8,PH
Windorah,WNR,YWDH,-25.416668,142.66667,10,AU
Nawabshah,WNS,OPNH,26.219444,68.39222,5,PK
Wenzhou,WNZ,ZSWZ,27.91566,120.84738,8,CN
Woensdrecht,WOE,EHWO,51.435833,4.335,1,NL
Wollongong,WOL,YWOL,-34.566666,150.78334,10,AU
Wonan,WOT,RCWA,23.416668,119.5,8,TW
Puerto Aisen,WPA,SCAS,-45.4,-72.7,-4,CL
Wrotham Park,WPK,YWMP,-16.633333,144,10,AU
Whangarei,WRE,NZWR,-35.76742,174.36403,12,NZ
Wrangell SPB,WRG,PAWG,56.484444,-132.36667,-9,US
Worland Municipalcipal,WRL,KWRL,43.9675,-107.95306,-7,US
Copernicus Airport,WRO,EPWR,51.10482,16.899403,1,PL
Westray,WRY,EGEW,59.35,-2.95,,GB
Wirawila,WRZ,VCCW,6.251667,81.238335,5.30,LK
County,WSG,KAFJ,40.166668,-80.25,-5,US
Brookhaven,WSH,KHWV,40.75,-72.833336,-5,US
South Naknek,WSN,PFWS,58.718613,-156.93417,-9,US
Waspam,WSP,MNWP,14.683333,-84.01667,-6,NI
Wasior,WSR,WASW,-2.716667,134.5,9,ID
Westerly State,WST,KWST,41.350193,-71.8069,-5,US
Westport,WSZ,NZWS,-41.74002,171.57858,12,NZ
West End,WTD,MYGW,26.686111,-78.97583,-5,BS
Noatak,WTK,PAWN,67.56306,-162.98416,-9,US
RAF Station,WTN,EGXW,53.166668,-0.516667,,GB
White River,WTR,KE24,33.85,-109.96667,-7,US
Wu Hai,WUA,ZBUH,39.794724,106.799164,8,CN
Wudinna,WUD,YWUD,-33.016666,135.61945,9.30,AU
Tianhe International,WUH,ZHHH,30.776598,114.209625,8,CN
Wiluna,WUN,YWLU,-26.633333,120.21667,8,AU
Wuyishan,WUS,ZSWY,27.716667,117.96667,8,CN
Wau,WUU,HSWW,7.746389,27.985277,3,SS
Wuxi,WUX,ZSWX,31.49289,120.42438,8,CN
Changzhoudao,WUZ,ZGWZ,23.456062,111.25191,8,CN
Rooikop,WVB,FYWB,-22.978611,14.517222,2,NA
Watsonville,WVI,KWVI,36.916668,-121.75,-8,US
Robert Lafleur,WVL,KWVL,44.53389,-69.675835,-5,US
Cape May County,WWD,KWWD,39.00639,-74.90889,-5,US
Woodie Woodie,WWI,YWWI,-21.633333,121.23333,8,AU
Boram,WWK,AYWK,-3.580034,143.66916,10,PG
West Woodward,WWR,KWWR,36.43611,-99.52639,-6,US
Newtok,WWT,PAEW,60.92278,-164.6486,-9,US
West Wyalong,WWY,YWWL,-33.933334,147.25,10,AU
Wanxian,WXN,ZUWX,30.799679,108.42695,8,CN
Whyalla,WYA,YWHA,-33.05241,137.52197,9.30,AU
Yengema,WYE,GFYE,8.616667,-11.058889,,SL
Wyndham,WYN,YWYM,-15.507222,128.1375,8,AU
Yellowstone,WYS,KWYS,44.68667,-111.10472,-7,US
Aeroporto Municipalcipal Chapeco,XAP,SBCH,-27.088612,-52.629723,-3,BR
Aribinda,XAR,DFOY,14.233333,-0.866667,,BF
Bearskin Lake,XBE,CNE3,53.95,-90.98333,-6,CA
Bogande,XBG,DFEB,12.983333,-0.133333,,BF
Birjand,XBJ,OIMB,32.89905,59.25499,3.30,IR
Boulsa,XBO,DFEA,12.65,-0.566667,,BF
Brockville,XBR,CNL3,44.583332,-75.683334,-5,CA
Christmas Island,XCH,YPXM,-10.5,105.666664,7,CX
Chatham,XCM,CNZ3,42.4,-82.183334,-5,CA
Colac,XCO,YOLA,-38.35,143.58333,10,AU
Vatry International,XCR,LFOK,48.767776,4.201111,1,FR
Diebougou,XDE,DFOU,10.966667,-3.25,,BF
Djibo,XDJ,DFCJ,14.1,-1.633333,,BF
Xiangfan,XFN,ZHXF,32.151558,112.28627,8,CN
Finkenwerder,XFW,EDHI,52.535835,9.836945,1,DE
Gorom-Gorom,XGG,DFEG,14.433333,-0.233333,,BF
Xangongo,XGN,FNXA,-16.75,14.972222,1,AO
Kangiqsualujjuaq,XGR,CYLU,58.5,-65.98333,-5,CA
Xichang,XIC,ZUXC,27.981922,102.187645,8,CN
Xilinhot,XIL,ZBXH,43.918762,115.95924,8,CN
Xingning,XIN,ZGXN,24,116,8,CN
Xianyang,XIY,ZLXY,34.441154,108.75605,8,CN
Al Udeid AB,XJD,OTBH,25.11667,51.3,3,QA
Kantchari,XKA,DFEL,12.483333,1.516667,,BF
Xieng Khouang,XKH,VLXK,19.3,103.36667,7,LA
Kasabonika,XKS,CYAQ,53.52,-88.64667,-6,CA
Kaya,XKY,DFCA,13.083333,-1.083333,,BF
St Louis,XLS,GOSS,16.050278,-16.460278,,SN
Leo,XLU,DFCL,11.1,-2.1,,BF
Mallacoota,XMC,YMCO,-37.6,149.71666,10,AU
Madison,XMD,KMDS,44,-97.11667,-6,US
Mahendranagar,XMG,VNMN,28.966667,80.2,5.45,NP
Manihi,XMH,NTGI,-14.43795,-146.07051,-10,PF
Masasi,XMI,HTMI,-10.716667,38.8,3,TZ
Minlaton,XML,YMIN,-35,137.5,9.30,AU
Xiamen,XMN,ZSAM,24.536882,118.1275,8,CN
Macas,XMS,SEMC,-2.316667,-78.13333,-5,EC
Yam Island,XMY,YYMI,-10.483333,142.45,10,AU
Northwest Arkansas Regional,XNA,KXNA,36.275257,-94.29711,-6,US
Chelsea Twr EY Bus Station,XNB,OMDB,25.2644444,55.3116667,4,AE
Xining,XNN,ZLXN,36.525322,102.03754,8,CN
Xingtai,XNT,ZBXT,37.1,114.5,8,CN
Nouna,XNU,DFON,12.733333,-3.866667,,BF
Pama,XPA,DFEP,11.25,0.7,,BF
Pukatawagan,XPK,CZFG,55.766666,-101.23333,-6,CA
Quepos,XQP,MRQP,9.439146,-84.13335,-6,CR
Jerez De La Frontera,XRY,LEJR,36.750614,-6.064535,1,ES
South Caicos Airport,XSC,MBSC,21.515833,-71.529724,-4,TC
Test Range,XSD,KTNX,38.033333,-117.23333,-8,US
Sebba,XSE,DFES,13.433333,0.533333,,BF
South Indian Lake,XSI,CZSN,56.8,-98.916664,-6,CA
Seletar,XSP,WSSL,1.366667,103.96667,8,SG
Thargomindah,XTG,YTGM,-27.966667,143.76666,10,AU
Tadoule Lake,XTL,CYBQ,58.716667,-98.48333,-6,CA
Taroom,XTO,YTAM,-25.433332,149.8,10,AU
Tara,XTR,YTAA,-27.283333,150.46666,10,AU
Xuzhou,XUZ,ZSXZ,34.052925,117.55408,8,CN
Yandina,XYA,AGGY,-9.116667,159.21666,11,SB
Ye,XYE,VYYE,15.25,97.85,6.30,MM
Zabre,XZA,DFEZ,11.133333,-1,,BF
Anahim Lake,YAA,CAJ4,52.45,-125.3,-8,CA
Cat Lake,YAC,CYAC,51.716667,-91.816666,-6,CA
Fort Frances Municipal,YAG,CYAG,48.65278,-93.44722,-6,CA
Chillan,YAI,SCCH,-36.6,-72.11667,-4,CL
Yakutat,YAK,PAYA,59.509167,-139.65973,-9,US
Alert Bay,YAL,CYAL,50.583332,-126.916664,-8,CA
Sault Sainte Marie,YAM,CYAM,46.485302,-84.49995,-5,CA
Yangambi,YAN,FZIR,0.783333,24.4,2,CD
Yaounde Airport,YAO,FKKY,3.833611,11.523611,1,CM
Yap International,YAP,PTYA,9.497715,138.08673,10,FM
Attawapiskat,YAT,CYAT,52.941666,-82.4,-5,CA
Kattiniq/donaldson,YAU,CYAU,61.662777,-73.31694,-5,CA
Miners Bay,YAV,CYAV,48.86667,-123.3,-8,CA
Shearwater,YAW,CYAW,44.86667,-63.61667,-4,CA
Angling Lake,YAX,CKB6,53.251945,-89.565,-6,CA
St Anthony,YAY,CYAY,51.36667,-55.583332,-2:30,CA
Tofino Airport,YAZ,CYAZ,49.076942,-125.77639,-8,CA
Banff,YBA,CYBA,51.166668,-115.566666,-7,CA
Kugaaruk,YBB,CYBB,68.88333,-89.85,-7,CA
Baie Comeau,YBC,CYBC,49.2,-68.26667,-5,CA
Uranium City,YBE,CYBE,59.566666,-108.48333,-6,CA
Bagotville,YBG,CYBG,48.322224,-70.98861,-5,CA
Baker Lake,YBK,CYBK,64.3,-96.083336,-6,CA
